station_id,datapoint_id,alarm_id,event_time,value,valueThreshold,isActive,storedtime
1161114013,143,312,2017-01-31 12:31:12 UTC,28,28,false,
1161114071,121,308,2017-01-31 12:31:13 UTC,241,240,true,
1161114013,143,312,2017-01-31 12:31:13 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:18 UTC,28.5,28,true,
1161114071,121,308,2017-01-31 12:31:23 UTC,240,240,false,
1161114013,143,312,2017-01-31 12:31:24 UTC,28,28,false,
1161114071,121,308,2017-01-31 12:31:26 UTC,241,240,true,
1161114013,143,312,2017-01-31 12:31:29 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:32 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:33 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:33 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:34 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:36 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:41 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:41 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:42 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:43 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:43 UTC,28,28,false,
1161114071,121,308,2017-01-31 12:31:47 UTC,240,240,false,
1161114013,143,312,2017-01-31 12:31:47 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:53 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:53 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:31:55 UTC,28.5,28,true,
1161114071,121,308,2017-01-31 12:31:56 UTC,241,240,true,
1161114013,143,312,2017-01-31 12:31:56 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:31:57 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:02 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:03 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:04 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:05 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:06 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:07 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:07 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:15 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:17 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:22 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:24 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:24 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:25 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:29 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:32 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:34 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:38 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:41 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:42 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:42 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:43 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:47 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:51 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:32:54 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:32:58 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:10 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:11 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:23 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:24 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:25 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:25 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:28 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:29 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:31 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:35 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:35 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:41 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:49 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:50 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:51 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:52 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:55 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:33:57 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:58 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:33:58 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:03 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:05 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:05 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:06 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:10 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:11 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:13 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:14 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:18 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:21 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:26 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:27 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:29 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:31 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:31 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:32 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:33 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:34 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:41 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:42 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:46 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:47 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:34:59 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:59 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:34:59 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:35:00 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:35:01 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:35:01 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:35:10 UTC,28,28,false,
1161114013,143,312,2017-01-31 12:35:10 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:37:34 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:37:36 UTC,28,28,false,
1161114071,121,308,2017-01-31 12:39:43 UTC,240,240,false,
1161114071,121,308,2017-01-31 12:39:52 UTC,241,240,true,
1161114071,121,308,2017-01-31 12:40:02 UTC,240,240,false,
1161114071,121,308,2017-01-31 12:40:03 UTC,241,240,true,
1161114071,121,308,2017-01-31 12:40:07 UTC,240,240,false,
1161114071,121,308,2017-01-31 12:40:26 UTC,241,240,true,
1161114071,121,308,2017-01-31 12:40:32 UTC,240,240,false,
1161114013,143,312,2017-01-31 12:40:55 UTC,28.5,28,true,
1161114013,143,312,2017-01-31 12:40:56 UTC,28,28,false,
