station_id,datapoint_id,alarm_id,event_time,value,valueThreshold,isActive,storedtime
1161115023,153,319,2017-02-25 02:52:39 UTC,999990,1,false,
1161114071,121,308,2017-02-25 02:52:42 UTC,241,240,true,
1161115002,113,303,2017-02-25 02:52:42 UTC,999999,999999,false,
1161114071,121,308,2017-02-25 02:52:44 UTC,240,240,false,
1161114071,121,308,2017-02-25 02:52:45 UTC,241,240,true,
1161115023,153,319,2017-02-25 02:52:49 UTC,999991,1,true,
1161115006,121,309,2017-02-25 02:52:49 UTC,200,200,false,
1161115023,153,319,2017-02-25 02:52:53 UTC,999990,1,false,
1161115041,121,309,2017-02-25 02:52:56 UTC,200,200,false,
1161114007,121,309,2017-02-25 02:52:59 UTC,199,200,true,
1161115006,121,309,2017-02-25 02:53:00 UTC,199,200,true,
1161114007,121,309,2017-02-25 02:53:00 UTC,200,200,false,
1161115006,121,309,2017-02-25 02:53:05 UTC,200,200,false,
1160629000,121,308,2017-02-25 02:53:08 UTC,230,230,false,
1161115023,153,319,2017-02-25 02:53:10 UTC,999991,1,true,
1161114071,121,308,2017-02-25 02:53:10 UTC,240,240,false,
1161114071,121,308,2017-02-25 02:53:12 UTC,241,240,true,
1161115023,153,319,2017-02-25 02:53:17 UTC,999990,1,false,
1161115041,121,309,2017-02-25 02:53:27 UTC,199,200,true,
1161115023,153,319,2017-02-25 02:53:28 UTC,999991,1,true,
1161114003,153,319,2017-02-25 02:53:31 UTC,999991,1,true,
1161115006,121,309,2017-02-25 02:53:34 UTC,199,200,true,
1161115006,121,309,2017-02-25 02:53:36 UTC,200,200,false,
1161115023,121,301,2017-02-25 02:53:37 UTC,0,80,true,
1161115007,141,313,2017-02-25 02:53:38 UTC,45.5,46,true,
1161115023,153,319,2017-02-25 02:53:38 UTC,999990,1,false,
1161115023,153,319,2017-02-25 02:53:39 UTC,999991,1,true,
1161115023,124,309,2017-02-25 02:53:40 UTC,111,200,true,
1161115007,141,313,2017-02-25 02:53:41 UTC,46,46,false,
1161115007,141,313,2017-02-25 02:53:41 UTC,45.5,46,true,
1161115023,124,309,2017-02-25 02:53:42 UTC,225,200,false,
1161115023,153,319,2017-02-25 02:53:43 UTC,999990,1,false,
1161114003,153,319,2017-02-25 02:53:43 UTC,999991,1,true,
1161114003,153,319,2017-02-25 02:53:43 UTC,999990,1,false,
1161115006,121,309,2017-02-25 02:53:47 UTC,199,200,true,
1161115006,121,309,2017-02-25 02:53:49 UTC,200,200,false,
1161115006,121,309,2017-02-25 02:53:55 UTC,199,200,true,
1161115007,141,313,2017-02-25 02:53:59 UTC,46,46,false,
1161115023,153,319,2017-02-25 02:53:59 UTC,999991,1,true,
1161114003,153,319,2017-02-25 02:54:00 UTC,999990,1,false,
1161115006,121,309,2017-02-25 02:54:01 UTC,200,200,false,
1161115023,153,319,2017-02-25 02:54:02 UTC,999990,1,false,
1161115023,124,309,2017-02-25 02:54:04 UTC,187,200,true,
1161115023,153,319,2017-02-25 02:54:05 UTC,999991,1,true,
1161114012,115,306,2017-02-25 02:54:05 UTC,80.5,80,true,
1161115023,121,309,2017-02-25 02:54:05 UTC,115,200,true,
1161115023,121,301,2017-02-25 02:54:05 UTC,115,80,false,
1161115023,124,309,2017-02-25 02:54:07 UTC,75,200,false,
1161115023,121,309,2017-02-25 02:54:08 UTC,227,200,false,
1160629000,121,308,2017-02-25 02:54:09 UTC,231,230,true,
1161115023,153,319,2017-02-25 02:54:10 UTC,999990,1,false,
1161115023,153,319,2017-02-25 02:54:10 UTC,999991,1,true,
1161115023,153,319,2017-02-25 02:54:17 UTC,999990,1,false,
1161115019,114,303,2017-02-25 02:54:33 UTC,999999,999999,true,
1161114003,153,319,2017-02-25 02:54:36 UTC,999991,1,true,
1161115019,114,303,2017-02-25 02:54:37 UTC,999999,999999,false,
1161114047,121,309,2017-02-25 02:54:38 UTC,199,200,true,
1161114003,153,319,2017-02-25 02:54:39 UTC,999990,1,false,
1161115038,116,303,2017-02-25 02:54:41 UTC,999999,999999,true,
1161114047,121,309,2017-02-25 02:54:42 UTC,206,200,false,
1161115038,116,303,2017-02-25 02:54:43 UTC,999999,999999,false,
1160629000,121,308,2017-02-25 02:54:44 UTC,230,230,false,
1161115030,121,308,2017-02-25 02:54:46 UTC,241,240,true,
1161115023,153,319,2017-02-25 02:54:47 UTC,999991,1,true,
1160629000,121,308,2017-02-25 02:54:49 UTC,231,230,true,
1161114003,153,319,2017-02-25 02:54:49 UTC,999991,1,true,
1161114003,153,319,2017-02-25 02:54:49 UTC,999991,1,true,
1160629000,121,308,2017-02-25 02:54:51 UTC,230,230,false,
1161115030,121,308,2017-02-25 02:54:51 UTC,240,240,false,
1160629000,121,308,2017-02-25 02:54:51 UTC,230,230,false,
1160629000,121,308,2017-02-25 02:54:52 UTC,231,230,true,
1160629000,121,308,2017-02-25 02:54:53 UTC,230,230,false,
1161114047,121,309,2017-02-25 02:54:54 UTC,199,200,true,
1161114003,153,319,2017-02-25 02:54:55 UTC,999990,1,false,
1161114003,153,319,2017-02-25 02:54:55 UTC,999990,1,false,
1161115023,153,319,2017-02-25 02:54:56 UTC,999991,1,true,
1161114047,121,309,2017-02-25 02:54:56 UTC,200,200,false,
1161115023,153,319,2017-02-25 02:54:56 UTC,999990,1,false,
1160629000,121,308,2017-02-25 02:54:57 UTC,231,230,true,
